geography,gender,has_credit_card,is_active,card_type,age_group,age,credit_score,tenure,balance,num_products,est_salary,satisfaction_score,pts_earned,churned
France,Male,1,0,DIAMOND,Middle-Aged (26-45),30,524,1,0.0,2,126812.85,3,706,0
Spain,Male,0,0,DIAMOND,Middle-Aged (26-45),39,776,2,104349.45,1,79503.05,2,995,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),41,645,2,138881.04,1,129936.53,2,936,1
Germany,Female,0,0,PLATINUM,Middle-Aged (26-45),32,850,0,116968.91,1,175094.62,2,442,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),35,603,1,105346.03,2,130379.5,5,701,0
France,Male,1,0,GOLD,Middle-Aged (26-45),26,691,9,136623.19,1,153228.0,3,550,0
France,Female,1,1,SILVER,Middle-Aged (26-45),29,583,10,0.0,2,111285.85,4,574,0
France,Female,1,0,GOLD,Retirement Aged (65+),66,584,5,0.0,1,49553.38,4,770,1
France,Female,1,1,PLATINUM,Middle-Aged (26-45),33,679,6,0.0,2,98015.85,5,521,0
France,Male,1,0,SILVER,Middle-Aged (26-45),36,646,6,124445.52,1,88481.32,2,621,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),34,559,5,68999.66,2,66879.27,2,840,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),36,595,6,85768.42,1,24802.77,5,301,0
France,Male,1,0,PLATINUM,Older Adults (46-64),47,527,1,0.0,1,21312.16,3,590,1
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),34,684,9,100628.0,2,190263.78,2,451,0
Spain,Female,1,1,GOLD,Middle-Aged (26-45),32,673,0,0.0,1,72873.33,4,726,0
Spain,Male,0,1,GOLD,Middle-Aged (26-45),38,802,7,0.0,2,57764.65,5,476,0
France,Male,1,0,SILVER,Older Adults (46-64),54,675,6,0.0,1,110273.84,2,420,1
Spain,Female,1,0,DIAMOND,Young Adults (18-25),19,762,6,0.0,2,55500.17,1,931,0
France,Male,1,0,PLATINUM,Older Adults (46-64),50,580,0,125647.36,1,57541.08,3,548,1
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),31,621,8,100375.39,1,90384.26,5,467,0
France,Female,0,0,PLATINUM,Middle-Aged (26-45),36,411,10,0.0,1,120694.35,2,329,0
France,Male,0,1,DIAMOND,Young Adults (18-25),24,815,7,171922.72,1,178028.96,2,458,0
Germany,Female,1,1,GOLD,Middle-Aged (26-45),32,631,2,146810.99,2,180990.29,1,378,0
Germany,Female,0,1,DIAMOND,Middle-Aged (26-45),45,514,3,109032.23,1,155407.21,2,764,1
France,Male,1,0,GOLD,Older Adults (46-64),57,638,6,0.0,1,33676.48,4,523,1
Spain,Male,1,0,PLATINUM,Young Adults (18-25),25,791,7,0.0,1,89666.28,5,740,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),35,516,5,128653.59,1,127558.26,5,595,0
France,Male,0,1,SILVER,Middle-Aged (26-45),37,734,3,80387.81,1,77272.62,5,350,0
France,Male,0,1,PLATINUM,Older Adults (46-64),58,611,8,0.0,2,107665.68,5,294,1
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),43,850,0,108508.82,3,184044.8,5,721,1
France,Male,1,0,SILVER,Middle-Aged (26-45),31,641,10,155978.17,1,91510.71,4,990,0
France,Female,1,1,GOLD,Middle-Aged (26-45),38,585,5,0.0,1,87363.56,1,822,0
Germany,Male,1,0,DIAMOND,Older Adults (46-64),50,552,4,121175.56,1,117505.07,1,662,1
France,Female,0,0,GOLD,Middle-Aged (26-45),29,507,4,89349.47,2,180626.68,3,889,0
Spain,Male,0,0,PLATINUM,Middle-Aged (26-45),38,735,7,86131.71,2,93478.96,5,692,0
France,Female,1,1,PLATINUM,Older Adults (46-64),58,707,3,102346.86,1,114672.64,5,887,0
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),36,698,7,121263.62,1,13387.88,3,233,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),31,841,2,0.0,2,173240.52,3,647,0
Spain,Female,0,0,DIAMOND,Middle-Aged (26-45),33,688,2,0.0,1,27557.18,1,878,1
France,Male,1,1,GOLD,Older Adults (46-64),51,614,3,0.0,2,5552.37,4,705,0
Germany,Male,0,0,GOLD,Older Adults (46-64),48,511,6,149726.08,1,88307.87,2,527,1
France,Male,1,0,GOLD,Middle-Aged (26-45),43,447,2,0.0,2,33879.26,5,348,1
France,Male,1,0,SILVER,Middle-Aged (26-45),35,738,5,161274.05,2,181429.87,5,566,0
France,Female,1,0,SILVER,Middle-Aged (26-45),33,422,2,0.0,2,102655.31,4,332,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),30,537,1,103138.17,1,96555.42,4,498,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),40,707,3,109628.44,1,189366.03,2,361,0
France,Male,1,0,GOLD,Older Adults (46-64),54,690,5,0.0,1,12847.61,5,439,1
Germany,Male,1,0,GOLD,Middle-Aged (26-45),33,664,7,97286.16,2,143433.33,5,334,0
France,Female,1,0,SILVER,Middle-Aged (26-45),33,850,7,118004.26,1,183983.82,5,782,0
Spain,Male,0,0,PLATINUM,Middle-Aged (26-45),32,584,9,85534.83,1,169137.24,5,226,0
France,Female,1,1,GOLD,Older Adults (46-64),59,728,4,0.0,1,163365.85,5,296,1
Spain,Female,1,0,DIAMOND,Middle-Aged (26-45),43,560,4,95140.44,2,123181.44,5,615,1
France,Female,1,1,PLATINUM,Middle-Aged (26-45),31,629,6,0.0,1,16447.6,3,427,1
France,Male,0,1,GOLD,Young Adults (18-25),25,658,3,0.0,2,173948.4,4,399,0
Germany,Female,1,1,GOLD,Older Adults (46-64),54,794,1,75900.84,1,192154.66,4,322,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),41,790,2,126619.27,1,198224.38,4,696,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),44,640,7,111833.47,1,67202.74,3,355,0
Spain,Male,1,0,GOLD,Middle-Aged (26-45),37,652,7,0.0,2,68789.93,4,932,0
France,Female,0,1,GOLD,Older Adults (46-64),57,583,3,238387.56,1,147964.99,5,552,1
France,Female,1,1,PLATINUM,Middle-Aged (26-45),32,775,2,108698.96,2,161069.73,4,236,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),39,584,2,112687.69,1,127749.61,4,857,0
Germany,Female,1,0,DIAMOND,Older Adults (46-64),48,635,4,81556.89,2,191914.37,2,488,0
France,Male,1,1,GOLD,Older Adults (46-64),48,814,9,136596.85,1,185791.9,3,935,0
Germany,Female,0,0,SILVER,Middle-Aged (26-45),43,735,9,98807.45,1,184570.04,4,730,1
France,Female,0,1,GOLD,Middle-Aged (26-45),31,678,1,0.0,2,130446.65,2,246,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),37,693,1,0.0,2,82867.55,1,502,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),30,640,6,107499.7,1,187632.22,5,663,0
Spain,Female,1,0,DIAMOND,Young Adults (18-25),23,773,8,0.0,2,56759.79,5,359,0
France,Female,1,0,GOLD,Middle-Aged (26-45),30,736,9,0.0,2,34180.33,3,341,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),28,693,8,0.0,2,158545.25,1,846,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),41,496,1,176024.05,2,182337.98,1,754,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),39,751,3,0.0,2,84175.34,4,254,0
Germany,Male,0,1,PLATINUM,Middle-Aged (26-45),39,528,0,127631.62,1,22197.8,4,654,1
Spain,Female,1,0,SILVER,Young Adults (18-25),19,754,9,0.0,1,189641.11,3,933,0
Germany,Female,1,0,SILVER,Middle-Aged (26-45),26,568,10,109819.16,2,154491.39,2,865,0
Spain,Female,1,0,PLATINUM,Middle-Aged (26-45),41,592,2,138734.94,1,90020.74,1,308,0
Germany,Male,1,0,PLATINUM,Young Adults (18-25),25,558,10,111363.1,2,197264.35,4,837,0
France,Male,1,1,SILVER,Middle-Aged (26-45),34,825,9,0.0,2,31933.06,3,941,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),28,677,0,143988.0,2,8755.69,4,658,1
France,Male,1,1,GOLD,Middle-Aged (26-45),34,653,5,118838.75,1,52820.13,2,360,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),35,593,4,161637.75,1,20008.46,1,391,0
France,Female,1,1,SILVER,Middle-Aged (26-45),44,632,3,133793.89,1,34607.14,1,621,1
Germany,Male,1,0,DIAMOND,Middle-Aged (26-45),35,601,8,71553.83,1,177384.45,4,448,0
France,Female,1,1,SILVER,Older Adults (46-64),62,786,8,0.0,1,165702.64,2,765,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),40,654,3,0.0,2,167889.1,4,428,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),38,572,7,0.0,2,133122.62,1,739,0
France,Female,0,1,SILVER,Older Adults (46-64),62,813,10,64667.95,2,140454.14,4,691,0
France,Female,1,1,GOLD,Middle-Aged (26-45),28,523,2,121164.11,1,59938.81,3,496,0
Spain,Male,1,0,DIAMOND,Older Adults (46-64),50,506,3,0.0,2,12016.79,3,295,0
Spain,Male,1,1,DIAMOND,Retirement Aged (65+),72,513,3,98903.06,1,81251.24,5,842,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),31,664,7,104158.84,1,134169.85,2,951,0
France,Male,1,1,SILVER,Older Adults (46-64),54,684,6,0.0,2,94888.6,3,335,0
Spain,Female,1,1,GOLD,Older Adults (46-64),63,608,3,139529.93,2,175696.16,2,961,1
France,Female,0,1,SILVER,Young Adults (18-25),25,527,6,0.0,2,96758.58,3,430,0
France,Male,1,0,GOLD,Older Adults (46-64),53,666,5,64646.7,1,128019.48,3,580,1
France,Male,1,1,PLATINUM,Retirement Aged (65+),71,779,3,0.0,2,146895.36,1,858,1
France,Female,1,1,SILVER,Middle-Aged (26-45),40,629,6,0.0,2,139356.3,4,327,0
France,Male,0,0,SILVER,Middle-Aged (26-45),35,430,1,118894.22,1,2923.61,5,873,0
France,Male,0,1,GOLD,Young Adults (18-25),24,712,2,0.0,1,121232.51,5,264,0
France,Male,1,1,SILVER,Middle-Aged (26-45),30,682,9,0.0,2,2053.42,5,456,0
France,Female,1,1,SILVER,Middle-Aged (26-45),41,634,8,68213.99,1,6382.46,3,911,0
Spain,Female,1,0,SILVER,Middle-Aged (26-45),31,487,1,0.0,2,158750.13,3,546,0
Spain,Male,0,1,SILVER,Older Adults (46-64),47,808,8,139196.0,1,74028.36,2,801,0
France,Female,1,1,GOLD,Middle-Aged (26-45),32,527,7,0.0,2,44099.75,3,718,0
Germany,Male,0,1,PLATINUM,Older Adults (46-64),50,637,4,126345.55,1,17323.0,3,683,1
Spain,Male,1,1,GOLD,Middle-Aged (26-45),40,802,5,0.0,2,175043.69,4,332,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),38,529,2,0.0,1,146388.85,5,339,1
France,Female,0,0,GOLD,Middle-Aged (26-45),43,850,3,0.0,2,2465.8,4,452,0
France,Male,1,1,PLATINUM,Young Adults (18-25),18,738,4,0.0,2,47799.15,5,739,0
France,Male,0,0,DIAMOND,Middle-Aged (26-45),34,817,5,129278.43,1,165562.84,1,703,0
France,Male,0,0,GOLD,Middle-Aged (26-45),31,735,3,119558.35,1,72927.68,1,386,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),41,619,5,92467.58,1,38270.47,3,569,0
France,Male,0,0,GOLD,Middle-Aged (26-45),27,671,5,0.0,2,120893.07,4,962,0
Spain,Female,1,0,SILVER,Middle-Aged (26-45),31,581,6,0.0,2,188377.21,1,644,0
Spain,Male,1,0,GOLD,Middle-Aged (26-45),36,690,10,0.0,2,55902.93,2,876,0
Spain,Male,0,0,DIAMOND,Older Adults (46-64),56,579,4,99340.83,1,4523.74,1,806,1
Spain,Female,1,1,DIAMOND,Young Adults (18-25),24,688,3,0.0,2,102195.16,5,739,0
Spain,Female,1,0,PLATINUM,Middle-Aged (26-45),28,599,4,126833.79,2,60843.09,5,252,1
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),29,729,5,109676.52,1,25548.47,4,790,0
France,Female,0,1,PLATINUM,Middle-Aged (26-45),29,718,3,0.0,1,134462.29,4,253,0
Germany,Male,1,1,DIAMOND,Older Adults (46-64),53,712,6,134729.99,2,132702.64,2,856,0
France,Male,0,0,DIAMOND,Middle-Aged (26-45),37,474,3,98431.37,1,75698.44,4,972,0
Germany,Male,1,0,GOLD,Middle-Aged (26-45),33,565,8,130368.31,2,105642.43,3,860,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),31,658,7,123974.96,1,102153.75,3,226,0
France,Male,0,1,GOLD,Older Adults (46-64),63,714,4,138082.16,1,166677.54,1,945,0
France,Male,0,0,SILVER,Middle-Aged (26-45),45,725,1,129855.32,1,24218.65,2,917,0
France,Male,0,0,PLATINUM,Middle-Aged (26-45),40,825,6,132308.22,1,117122.5,2,465,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),45,665,5,155447.65,2,51871.95,4,511,1
Spain,Male,0,1,DIAMOND,Middle-Aged (26-45),35,670,2,124268.64,2,84321.03,4,301,0
Germany,Female,1,0,SILVER,Middle-Aged (26-45),34,474,9,176311.36,1,160213.27,3,724,0
France,Male,1,1,GOLD,Middle-Aged (26-45),40,591,2,99886.42,2,88695.19,2,675,0
France,Female,1,1,GOLD,Middle-Aged (26-45),31,508,7,0.0,2,6123.15,4,573,0
France,Female,0,1,SILVER,Middle-Aged (26-45),36,695,2,0.0,2,167749.54,3,463,0
Germany,Male,1,1,PLATINUM,Young Adults (18-25),24,660,5,85089.3,1,71638.0,3,809,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),41,687,10,134318.21,2,198064.52,4,402,0
Germany,Male,0,1,PLATINUM,Middle-Aged (26-45),29,658,5,75395.53,2,54914.92,4,298,0
Germany,Female,0,0,SILVER,Middle-Aged (26-45),33,705,5,116765.7,1,190659.17,1,711,1
Spain,Male,1,1,DIAMOND,Older Adults (46-64),60,739,4,0.0,1,51637.67,1,457,0
France,Male,1,1,SILVER,Middle-Aged (26-45),38,844,7,111501.66,1,119333.38,5,962,0
Germany,Female,0,0,PLATINUM,Older Adults (46-64),48,602,7,76595.08,2,127095.14,3,558,0
France,Female,0,0,SILVER,Middle-Aged (26-45),33,759,9,160541.36,2,93541.14,4,497,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),38,747,2,129728.6,1,89289.54,2,747,0
France,Male,0,0,SILVER,Older Adults (46-64),47,673,1,0.0,2,108762.16,5,382,0
Spain,Female,1,1,PLATINUM,Middle-Aged (26-45),34,671,5,130929.02,4,28238.25,1,586,1
Germany,Female,1,1,PLATINUM,Retirement Aged (65+),74,640,2,116800.25,1,34130.43,1,947,0
Germany,Male,0,1,SILVER,Middle-Aged (26-45),40,581,0,101016.53,1,7926.35,3,783,1
France,Male,1,1,SILVER,Retirement Aged (65+),67,630,5,0.0,2,27330.27,3,556,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),33,703,8,190566.65,1,79997.14,3,708,0
Spain,Female,1,0,PLATINUM,Older Adults (46-64),47,698,6,0.0,1,50213.81,4,625,1
Germany,Female,0,1,GOLD,Middle-Aged (26-45),43,742,6,97067.69,1,60920.03,5,375,1
France,Female,0,1,PLATINUM,Middle-Aged (26-45),37,652,4,92208.54,1,197699.8,3,822,1
France,Male,1,0,SILVER,Middle-Aged (26-45),37,644,2,186347.97,2,92809.73,4,499,0
Spain,Male,0,1,PLATINUM,Older Adults (46-64),55,735,2,103176.62,1,163516.16,2,708,0
France,Female,1,1,GOLD,Older Adults (46-64),58,777,4,0.0,1,62449.07,3,852,1
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),40,644,4,77270.08,2,115800.1,3,748,1
Germany,Female,1,1,GOLD,Middle-Aged (26-45),37,665,3,111911.63,1,110359.68,4,413,1
Germany,Male,1,1,DIAMOND,Retirement Aged (65+),72,529,5,94216.05,1,78695.68,2,712,0
Spain,Female,1,1,PLATINUM,Middle-Aged (26-45),45,803,7,0.0,2,128378.04,1,589,0
Spain,Female,1,0,SILVER,Middle-Aged (26-45),26,604,3,0.0,2,155248.62,4,679,0
France,Male,1,0,PLATINUM,Older Adults (46-64),49,738,6,106770.82,1,123499.27,1,315,0
Germany,Female,1,1,GOLD,Retirement Aged (65+),72,655,5,138089.97,2,99920.41,3,766,0
Germany,Male,0,1,DIAMOND,Middle-Aged (26-45),39,698,9,133191.19,2,53289.49,2,428,0
France,Female,1,1,PLATINUM,Retirement Aged (65+),66,775,9,0.0,2,67622.34,3,826,0
France,Male,1,1,GOLD,Middle-Aged (26-45),41,735,7,74135.85,1,11783.1,2,750,1
Spain,Male,1,0,GOLD,Middle-Aged (26-45),41,766,6,99208.46,2,62402.38,4,224,0
Germany,Male,1,1,SILVER,Retirement Aged (65+),84,537,8,92242.34,1,186235.98,3,768,0
Germany,Male,1,1,SILVER,Young Adults (18-25),25,599,7,108380.72,1,79005.95,1,933,0
Spain,Female,1,0,GOLD,Older Adults (46-64),55,420,4,91893.32,1,144870.28,3,970,1
France,Female,1,1,DIAMOND,Middle-Aged (26-45),32,674,7,85757.93,1,95481.0,2,929,0
France,Female,0,0,SILVER,Older Adults (46-64),46,570,3,0.0,2,820.46,3,909,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),33,623,8,96759.42,1,174777.98,2,357,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),30,710,6,0.0,2,8991.17,2,834,0
France,Male,1,1,GOLD,Middle-Aged (26-45),29,466,6,0.0,2,2797.27,2,824,0
France,Female,1,0,DIAMOND,Young Adults (18-25),22,759,5,0.0,1,22303.17,1,758,0
France,Male,1,1,DIAMOND,Retirement Aged (65+),71,581,4,0.0,2,197562.08,2,759,0
France,Male,1,0,GOLD,Middle-Aged (26-45),33,820,2,132150.26,2,23067.97,2,796,0
France,Male,0,1,GOLD,Middle-Aged (26-45),41,759,9,0.0,2,190294.12,4,498,0
France,Female,1,0,GOLD,Middle-Aged (26-45),31,628,6,175443.75,1,113167.17,2,559,1
France,Male,1,1,SILVER,Middle-Aged (26-45),31,676,3,78990.15,1,124777.14,1,225,0
France,Female,1,0,SILVER,Middle-Aged (26-45),33,591,4,113743.37,1,124625.08,2,947,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),26,690,5,157624.84,1,49599.27,5,881,0
France,Female,1,1,GOLD,Older Adults (46-64),62,624,7,125163.62,2,151411.5,5,513,0
France,Female,1,0,PLATINUM,Young Adults (18-25),23,573,2,0.0,1,122964.18,4,554,0
France,Male,1,1,GOLD,Older Adults (46-64),60,694,9,0.0,1,57088.97,4,647,0
Spain,Female,1,0,SILVER,Middle-Aged (26-45),29,632,7,80922.75,1,7820.78,2,434,0
France,Male,1,0,GOLD,Middle-Aged (26-45),40,632,3,193354.86,2,149188.41,4,462,0
Germany,Female,1,1,PLATINUM,Middle-Aged (26-45),40,832,9,107648.94,2,134638.97,2,583,0
Germany,Female,0,0,GOLD,Older Adults (46-64),46,598,7,131769.04,1,184980.23,2,911,1
Germany,Male,0,0,SILVER,Middle-Aged (26-45),36,430,1,138992.48,2,122373.42,3,770,0
France,Female,0,0,SILVER,Middle-Aged (26-45),37,711,8,113899.92,1,80215.2,3,436,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),26,582,6,114450.32,1,14081.64,2,480,0
France,Male,1,0,SILVER,Middle-Aged (26-45),39,605,3,0.0,2,199390.45,3,405,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),37,657,2,0.0,2,7667.48,2,398,0
Spain,Male,0,0,SILVER,Middle-Aged (26-45),40,578,6,63609.92,1,74965.61,5,783,1
France,Male,0,0,PLATINUM,Middle-Aged (26-45),38,532,9,0.0,2,30583.95,2,396,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),42,612,10,75497.51,1,149682.78,2,240,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),42,792,2,0.0,2,92664.09,3,522,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),26,674,10,0.0,2,138423.1,1,664,0
France,Male,1,1,GOLD,Middle-Aged (26-45),31,680,1,0.0,2,3148.2,2,442,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),39,593,0,117704.73,1,197933.5,4,694,0
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),35,679,1,130463.55,2,37341.17,2,606,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),32,493,8,46161.18,1,79577.4,2,606,0
Spain,Male,0,0,SILVER,Middle-Aged (26-45),42,688,5,0.0,2,197602.29,4,378,0
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),43,769,4,110182.54,2,87537.32,2,505,0
Spain,Male,0,0,GOLD,Older Adults (46-64),49,581,10,0.0,2,41623.59,1,242,0
France,Male,1,0,SILVER,Middle-Aged (26-45),41,465,9,117221.15,1,168280.95,3,495,0
France,Female,0,0,PLATINUM,Middle-Aged (26-45),35,641,4,0.0,2,125986.18,4,757,0
Germany,Female,0,0,DIAMOND,Middle-Aged (26-45),43,731,9,79120.27,1,548.52,5,978,1
France,Male,1,1,GOLD,Middle-Aged (26-45),37,625,1,177069.24,2,96088.54,5,446,0
France,Male,0,0,GOLD,Middle-Aged (26-45),36,468,3,61636.97,1,107787.42,4,928,0
France,Male,1,0,SILVER,Middle-Aged (26-45),26,790,5,0.0,1,20510.79,2,426,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),37,587,6,104414.03,1,192026.02,4,749,0
France,Male,1,1,GOLD,Retirement Aged (65+),66,692,4,159732.02,1,118188.15,4,273,0
Germany,Female,1,1,GOLD,Middle-Aged (26-45),34,676,4,89437.03,1,189540.95,4,366,0
France,Male,1,1,SILVER,Middle-Aged (26-45),41,571,8,0.0,1,63736.17,4,681,0
France,Female,0,0,SILVER,Middle-Aged (26-45),32,700,3,0.0,1,95740.37,2,790,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),30,445,3,0.0,2,127939.19,2,842,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),36,746,7,142400.77,1,193438.69,4,452,0
France,Female,1,1,SILVER,Older Adults (46-64),47,722,2,88011.4,1,90655.94,3,691,1
France,Male,1,1,SILVER,Middle-Aged (26-45),36,596,2,0.0,2,12067.39,4,933,0
Germany,Female,1,1,PLATINUM,Middle-Aged (26-45),30,850,8,154870.28,1,54191.38,5,690,0
Spain,Female,1,0,SILVER,Older Adults (46-64),46,597,4,0.0,2,58667.16,5,666,1
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),43,436,5,0.0,2,35687.43,5,557,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),28,660,1,118402.25,2,14288.93,1,965,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),37,649,9,87374.88,2,247.36,1,245,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),32,646,8,105397.8,1,78111.84,1,311,1
Spain,Female,1,0,PLATINUM,Middle-Aged (26-45),31,560,5,125341.69,1,79547.39,4,797,0
Germany,Male,1,1,DIAMOND,Older Adults (46-64),49,710,10,129164.88,1,193266.72,5,890,0
France,Male,1,0,SILVER,Middle-Aged (26-45),40,513,3,141004.46,1,105028.46,3,904,0
France,Female,1,0,DIAMOND,Young Adults (18-25),21,607,0,0.0,2,116106.52,1,324,0
France,Male,1,1,DIAMOND,Older Adults (46-64),57,757,3,89079.41,1,53179.21,4,789,1
Germany,Male,0,0,DIAMOND,Middle-Aged (26-45),40,619,9,103604.31,2,140947.05,1,923,0
France,Male,1,1,SILVER,Young Adults (18-25),24,612,1,182705.05,1,171837.06,3,615,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),29,842,8,0.0,2,123437.05,2,466,0
France,Male,0,0,PLATINUM,Middle-Aged (26-45),33,713,6,94598.48,1,197519.66,5,621,1
Spain,Male,0,0,DIAMOND,Middle-Aged (26-45),36,657,8,188241.05,2,183058.51,3,382,1
France,Female,0,0,GOLD,Middle-Aged (26-45),37,770,9,0.0,2,22710.72,2,281,0
France,Female,0,1,PLATINUM,Middle-Aged (26-45),40,773,10,0.0,2,69303.15,3,826,0
Germany,Male,0,0,DIAMOND,Middle-Aged (26-45),39,470,5,117469.91,2,63705.9,4,849,0
Spain,Male,1,0,SILVER,Middle-Aged (26-45),35,781,4,80790.74,1,116429.51,2,456,0
France,Female,0,1,DIAMOND,Older Adults (46-64),62,428,1,107735.93,1,58381.77,4,398,0
Germany,Male,1,0,DIAMOND,Middle-Aged (26-45),43,600,8,133379.41,1,177378.66,2,448,1
Spain,Female,1,0,GOLD,Middle-Aged (26-45),37,697,7,168066.87,1,35450.53,2,231,0
Germany,Female,0,0,DIAMOND,Middle-Aged (26-45),43,692,2,69014.49,2,164621.43,3,708,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),28,791,4,0.0,1,174435.48,2,397,0
Germany,Female,0,1,DIAMOND,Middle-Aged (26-45),42,538,1,98548.62,2,94047.75,5,929,0
France,Female,1,1,PLATINUM,Older Adults (46-64),49,820,1,0.0,2,119087.25,1,679,0
Spain,Female,1,1,GOLD,Middle-Aged (26-45),26,679,3,76554.06,1,184800.27,5,795,0
France,Female,0,1,SILVER,Middle-Aged (26-45),36,649,2,0.0,2,75035.48,3,984,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),27,632,3,107375.82,1,62703.38,2,627,0
France,Male,0,1,SILVER,Middle-Aged (26-45),40,594,9,122417.17,2,190882.69,5,394,0
France,Female,0,1,GOLD,Middle-Aged (26-45),42,682,0,0.0,1,91981.85,5,361,1
Spain,Male,0,0,SILVER,Middle-Aged (26-45),33,720,6,97188.62,1,91881.29,4,605,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),31,769,4,61297.05,2,7118.02,4,311,0
Spain,Male,0,0,DIAMOND,Middle-Aged (26-45),30,746,1,112666.67,1,11710.4,1,585,1
Spain,Female,1,1,SILVER,Middle-Aged (26-45),40,623,7,0.0,1,25904.12,5,253,0
France,Male,1,0,GOLD,Middle-Aged (26-45),28,537,3,157842.07,1,86911.49,3,348,0
France,Male,1,0,GOLD,Older Adults (46-64),46,468,7,91443.75,1,10958.18,1,748,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),30,588,0,110148.49,1,5790.9,4,375,1
Spain,Female,1,1,PLATINUM,Middle-Aged (26-45),34,729,9,53299.96,2,42855.97,3,929,0
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),37,543,3,0.0,2,78915.68,2,701,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),39,499,6,0.0,2,81409.0,3,351,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),28,784,2,70233.74,2,179252.73,5,827,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),33,604,3,0.0,1,42171.13,1,756,1
Spain,Female,1,0,PLATINUM,Young Adults (18-25),25,614,10,75212.28,1,58965.04,5,386,0
France,Female,0,1,DIAMOND,Middle-Aged (26-45),31,671,7,41299.03,1,102681.32,3,281,0
Spain,Female,1,0,DIAMOND,Middle-Aged (26-45),35,587,3,83286.56,1,125553.52,5,620,0
Spain,Male,0,0,SILVER,Middle-Aged (26-45),43,593,10,0.0,2,53478.02,2,602,0
France,Male,0,0,DIAMOND,Middle-Aged (26-45),29,453,6,0.0,1,198376.02,3,791,1
Germany,Male,1,0,SILVER,Middle-Aged (26-45),35,570,6,85668.59,1,105525.36,5,448,0
France,Female,0,1,SILVER,Middle-Aged (26-45),45,655,7,57327.04,1,47349.0,3,892,0
Spain,Male,1,0,DIAMOND,Older Adults (46-64),47,632,3,0.0,2,178822.32,3,980,0
France,Female,1,1,SILVER,Middle-Aged (26-45),37,681,7,69609.85,1,72127.83,3,395,0
